"p† vej i b†den ned ad b‘kken. Tr‘erne h‘nger ind over b‘kken, s† her er   meget m›rkt. Dog lysner det mod ›st. Mod nord bruser det.",44,36,43,0,0,0
"i en lille lysning. Du kan kun komme tilbage samme vej du kom.",0,0,0,42,0,0
"p† b‘kken p† vej mod nord. Det bruser meget h›jt nu, det n‘rmest br›ler.  Hov! B†den bliver taget af str›mmen! HJ’LP! et vandfaaaaaaaaaaaaaa.........",0,0,0,0,0,0
"p† en klippeafsats. Til h›jre for dig f›rer en skr† smal bakke ned i en   m‘gtig dal, omgivet med h›je bjerge og klippev‘gge til alle sider. Du kan se    huler, hytter og sm† v‘sener, som myldrer omkring dernede!!!",0,0,0,46,0,0
"p† vej ned af en smal bakke, f›rende ned i dalen. Du kan se, at der i     klippev‘ggene som omgiver dalen er huler, som sm† v‘sener myldrer ud og ind     ad. Ingen har endnu bem‘rket dig.",0,47,45,0,0,0
"nede i dalen. Du kan nu se, at v‘senerne kravler p† alle fire, har lange  forben og korte, krumb›jede bagben, samt en krum ryg. Deres hoveder ser         uhyggelige ud!",0,0,0,0,0,0
"i en stor hytte. Her lugter af ozon. V‘senerne er samlet omkring dig. P†  en forh›jning sidder et v‘sen, som †benbart er deres leder. Alle ser p† dig.",0,0,0,0,0,0
"p† en afsats p† en n‘sten lodret klippeskr‘nt. Et reb f›rer op, men der erogs† en bred spr‘kke i klippen mod syd.",0,50,0,0,18,0
"i en lille hule. Der g†r en gang stejlt nedad.",49,0,0,0,0,51
"i et hulesystem. Der er en smal passage mod ›st.",0,0,52,0,50,0
"i et hulesystem. Her er smalle †bninger i mange retninger.",56,0,53,51,0,0
"i en smal gang. Der er drypsten i loftet. En gang f›rer nedad",0,0,0,52,0,54
"i et hulesystem. Mod ›st er der en bred †bning.",0,0,55,0,53,0
"ved en blind ende.",0,0,0,54,0,0
"i en bred gang med lavt drypstensloft.",0,52,0,0,0,57
"p† vej nedad en lang, stejl, st›vet gang",0,0,0,0,56,59
"i et hulesystem. Her er et 1 meter bredt hul i gulvet.",0,0,59,0,0,61
"ved et T-kryds i hulesystemet. Gangen mod vest er smal og m›rk",0,0,60,58,57,0
"i en hulegang, som ender blindt.",0,0,0,59,0,0
"i en m›rk hule med en gang, som f›rer nedad og med et hul i loftet.",0,0,0,0,58,62
"i en lys hule. Lyset str›mmer ind fra en †bning mod nord.",63,0,0,0,61,0
"ved kanten af en sump. Over dig er en h›j skr‘nt. Mod ›st kan du skimte etvandfald, mod nord ender sumpen i dis.",73,62,64,69,0,0
"ved kanten af en sump. Over dig ser skr‘nten faretruende ud. Mod nord er  en s›. Vandfaldet mod ›st er t‘ttere p† nu.",0,0,65,63,0,0
"ved kanten af en sump. P† skr‘nten over dig kan du se gr›nne tr‘er. Mod   ›st buldrer et vandfald h›jt.",66,0,67,64,0,0
"ude i sumpen. Dine f›dder h‘nger i her. Fra vest til nord›st str‘kker en  stor s› sig. Mod syd›st kan du se et stort vandfald. Mod ›st er der en flod.",0,65,68,0,0,0
"ved et stort vandfald. Larmen fra vandmasserne overd›ver alt. En flod     f›rer nordp†.",68,0,0,65,0,0
"ved en flod, som kommer fra syd og g†r mod nordvest. Stedet her virker    uhyggeligt. Der h‘nger sorte tr‘er ind over floden og jorden er v†d og mudret.  En s‘r lugt h‘nger i luften.",83,67,0,66,0,0
"p† vej ud i sumpen. Mod nord forts‘tter den ud i disen, mod vest bliver   der mere t›rt.",72,0,63,70,0,0
"ude i sumpen. Mod syd t†rner skr‘nten sig op. Der er en †bning i den.",0,71,69,0,0,0
"i en uhyggelig hule. Her lugter af noget br‘ndt. Her er ingen andre       udgange, men det er som om, at hele hulen vibrerer svagt. Her ER uhyggeligt!",70,0,0,0,0,0
"ude i sumpen. Du m† g† fra gr‘stop til gr‘stop for ikke at synke i.",75,69,73,0,0,0
"ude i sumpen. Dine f›dder synker i. Her vokser m‘rkelige sorte planter.   Mod ›st er der en stor s›.",74,63,0,72,0,0
"langt ude i sumpen. Du kan ikke se skr‘nten mere for dis. Mod ›st er en   stor s›.",77,73,0,75,0,0
"langt ude i sumpen. Du kan ikke se skr‘nten mere for dis. Mod vest er der n‘rmest kun vand.",76,72,74,0,0,0
"ude i sumpen, omgivet af t†ge. Der er mindre sumpet her.",0,75,77,0,0,0
"ude i sumpen. Her er meget t†get. Du kan lige skimte en s› mod ›st.",78,74,0,76,0,0
"ude i sumpen. Det lader til, at det her er enden af sumpen. Der er et t‘t krat mod nord og mod ›st t›rrer sumpen lidt ind.",0,77,79,0,0,0
"ved kanten af sumpen. Mod nord er der en mur!",84,0,80,78,0,0
"ude i sumpen. Sumpen er ved at blive mere t›r nu.",0,81,0,79,0,0
"ude i sumpen, omgivet af t†ge. Mod vest og syd er en stor s›.",80,0,82,0,0,0
"ude i sumpen. Til alle sider er der t‘t t†ge.",0,83,0,81,0,0
"ude i sumpen. Her er meget smattet.",82,68,0,0,0,0
"ved en mur af tr‘ og ler. P† toppen er der spidse pigge. Gennem et lille  hul i muren kan du se nogle hytter.",0,79,0,0,0,0
"i en lille landsby med en masse sm† hytter. Mod ›st og vest er der en     hytte, mod nord er en stor †ben plads. Mod syd er muren.",87,84,88,86,0,0
"i en hytte. V‘ggene er lerklinede og taget er af tr‘. Her flyder med      knogler og andre madrester. Her ligger ogs† nogle bunker bl›dt gr‘s rundt       omkring.",0,0,85,0,0,0
"P† en stor †ben plads. Mod ›st og vest er der stadig hytter, mod nord ser landsbyen ud til at ende ved en skov.",91,85,89,90,0,0
"i en hytte. Her ligger nogle d›de s‘re fugle og firbenede dyr.",0,0,0,85,0,0
"i en lille landsby med en masse sm† hytter. Jorden er st›vet. Mod nord    ender landsbyen ved en skov.",92,0,0,87,0,0
"i en stor hytte. Her ligger masser af knogler, s‘re d›de sm† dyr, h›bunkerog snavs.",0,0,87,0,0,0
"ved udkanten af landsbyen. Mod nord begynder en m›rk, t‘t skov.",93,87,92,0,0,0
"ved udkanten af landsbyen. Mod nord begynder en skov.",94,89,0,91,0,0
"i en m›rk, fugtig skov. Her er et t‘t buskads.",0,91,94,0,0,0
"i en m›rk, t‘t, fugtig skov. Her er en sti, som f›rer mod nord. Mod syd erlandsbyen.",95,92,0,93,0,0
"i en m›rk, t‘t skov. Stien ender her. En bevokset klippev‘g sp‘rrer vejen mod nord.",0,94,0,0,0,0
"i en m›rk hule. Der er ca. 3 meter til loftet, og hulen forts‘tter mod    nord. Her ligger 2 bunker gr‘s.",97,0,0,0,0,0
"ved enden af en m›rk hule. En lille gang f›rer stejlt nedad.",0,96,0,0,0,98
"i en smal gang, f›rende mod ›st. Her kan kun kravles.",0,0,0,99,97,0
"i en stor hule. Klippen er sort, men der g†r lange bl† †rer i den. Det serud til, at klippev‘ggen er blevet brudt op flere steder.",0,100,98,0,0,0
"i en stor hule. Her lugter forf‘rdelig r†ddent, sikkert fra de mange      knogler, som ligger overalt.",99,0,0,0,0,0
